customer_id,first_name,last_name,email,phone,active,address,city,country
76,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,8.96E+11,1,602 Paarl Street,Pavlodar,Kazakstan
77,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,9.19E+11,1,1692 Ede Loop,Araatuba,Brazil
78,LORI,WOOD,LORI.WOOD@sakilacustomer.org,8.76E+11,1,936 Salzburg Lane,Rae Bareli,India
79,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,18581624103,1,586 Tete Way,Kamakura,Japan
80,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,7.01E+11,1,1888 Kabul Drive,Ife,Nigeria
81,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,2.24E+11,1,320 Baiyin Parkway,Mahajanga,Madagascar
82,KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,8.22E+11,1,927 Baha Blanca Parkway,Simferopol,Ukraine
83,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,8.01E+11,1,929 Tallahassee Loop,Springs,South Africa
84,SARA,PERRY,SARA.PERRY@sakilacustomer.org,48417642933,1,125 Citt del Vaticano Boulevard,Atlixco,Mexico
85,ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,7.21E+11,1,1557 Ktahya Boulevard,Bradford,United Kingdom
86,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,1.35E+11,1,870 Ashqelon Loop,Songkhla,Thailand
87,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,1.98E+11,1,1740 Portoviejo Avenue,Sincelejo,Colombia
88,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,9.79E+11,1,1942 Ciparay Parkway,Cheju,South Korea
89,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,8.46E+11,1,1926 El Alto Avenue,La Plata,Argentina
90,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,9.92E+11,1,1952 Chatsworth Drive,Meixian,China
91,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,3.46E+11,1,1370 Le Mans Avenue,Bandar Seri Begawan,Brunei
92,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,1.33E+11,1,984 Effon-Alaiye Avenue,Goinia,Brazil
93,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,2.76E+11,1,832 Nakhon Sawan Manor,Zalantun,China
94,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,8.35E+11,1,152 Kitwe Parkway,Bislig,Philippines
95,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,4764773857,1,1697 Tanauan Lane,Pathankot,India
96,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,6171054059,1,1308 Arecibo Way,Augusta-Richmond County,United States
97,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,8.17E+11,1,1599 Plock Drive,Tete,Mozambique
98,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,4.13E+11,1,669 Firozabad Loop,al-Ayn,United Arab Emirates
99,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,3.33E+11,1,588 Vila Velha Manor,Kimchon,South Korea
100,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,9.43E+11,1,1913 Kamakura Place,Jelets,Russian Federation
101,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,1.97E+11,1,733 Mandaluyong Place,Abha,Saudi Arabia
102,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,7.10E+11,1,659 Vaduz Drive,Ashdod,Israel
103,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,4.84E+11,1,1177 Jelets Way,Ilorin,Nigeria
104,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,4.49E+11,1,1386 Yangor Avenue,Toulon,France
105,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,9.64E+11,1,454 Nakhon Sawan Boulevard,Funafuti,Tuvalu
106,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,5.47E+11,1,1867 San Juan Bautista Tuxtepec Avenue,Ivanovo,Russian Federation
107,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,3.31E+11,1,1532 Dzerzinsk Way,Merlo,Argentina
108,TRACY,COLE,TRACY.COLE@sakilacustomer.org,3.71E+11,1,1002 Ahmadnagar Manor,Huixquilucan,Mexico
109,EDNA,WEST,EDNA.WEST@sakilacustomer.org,6.22E+11,1,682 Junan Way,Klerksdorp,South Africa
110,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,3.80E+11,1,804 Elista Drive,Enshi,China
111,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,2.72E+11,1,1378 Alvorada Avenue,Caracas,Venezuela
112,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,8.24E+11,1,793 Cam Ranh Avenue,Lancaster,United States
113,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,3.58E+11,1,1079 Tel Aviv-Jaffa Boulevard,Cuman,Venezuela
114,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,8.87E+11,1,442 Rae Bareli Place,Duisburg,Germany
115,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,8.68E+11,1,1107 Nakhon Sawan Avenue,Nezahualcyotl,Mexico
116,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,3.87E+11,1,544 Malm Parkway,Pemalang,Indonesia
117,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,5.78E+11,1,1967 Sincelejo Place,Gandhinagar,India
118,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,9.09E+11,1,333 Goinia Way,Grand Prairie,United States
119,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,7.88E+11,1,1987 Coacalco de Berriozbal Loop,Shubra al-Khayma,Egypt
120,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,7.65E+11,1,241 Mosul Lane,Dos Quebradas,Colombia
121,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,6.66E+11,1,211 Chiayi Drive,Etawah,India
122,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,9.37E+11,1,1175 Tanauan Way,Lima,Peru
123,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,6.78E+11,1,117 Boa Vista Way,Varanasi (Benares),India
124,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,6.15E+11,0,848 Tafuna Manor,Ktahya,Turkey
125,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,4.90E+11,1,569 Baicheng Lane,Boksburg,South Africa
126,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,5.83E+11,1,1666 Qomsheh Drive,Po,Brazil
127,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,2.37E+11,1,801 Hagonoy Drive,Smolensk,Russian Federation
128,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,9.73E+11,1,1050 Garden Grove Avenue,Jastrzebie-Zdrj,Poland
129,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,5.09E+11,1,1854 Tieli Street,Liaocheng,China
130,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,9.35E+11,1,758 Junan Lane,guas Lindas de Gois,Brazil
131,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,2.52E+11,1,1752 So Leopoldo Parkway,Mukateve,Ukraine
132,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,7.07E+11,1,898 Belm Manor,Botshabelo,South Africa
133,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,3.22E+11,1,261 Saint Louis Way,Torren,Mexico
134,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,23712411567,1,765 Southampton Drive,Qalyub,Egypt
135,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,90921003005,1,943 Johannesburg Avenue,Pune,India
136,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,1.46E+11,1,788 Atinsk Street,Hubli-Dharwad,India
137,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,9.63E+11,1,1749 Daxian Place,Apeldoorn,Netherlands
138,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,4.68E+11,1,1587 Sullana Lane,Hohhot,China
139,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,33173584456,1,1029 Dzerzinsk Manor,Touliu,Taiwan
140,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,9099941466,1,1666 Beni-Mellal Place,Clarksville,United States
141,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,5.82E+11,1,928 Jaffna Loop,Fukuyama,Japan
142,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,5.81E+11,1,483 Ljubertsy Parkway,Dundee,United Kingdom
143,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,9.23E+11,1,374 Bat Yam Boulevard,Kilis,Turkey
144,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,5.64E+11,1,1027 Songkhla Manor,Molodetno,Belarus
145,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,9.18E+11,1,999 Sanaa Loop,Soshanguve,South Africa
146,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,2.07E+11,1,879 Newcastle Way,Sterling Heights,United States
147,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,5.98E+11,1,1337 Lincoln Parkway,Urawa,Japan
148,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,3.55E+11,1,1952 Pune Lane,Saint-Denis,Runion
149,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,8.86E+11,1,782 Mosul Street,Brockton,United States
150,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,6.32E+11,1,781 Shimonoseki Drive,Hidalgo,Mexico
151,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,1.89E+11,1,1560 Jelets Boulevard,Laiwu,China
152,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,7.61E+11,1,1963 Moscow Place,Nagaon,India
153,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,7.19E+11,1,456 Escobar Way,Jakarta,Indonesia
154,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,4.99E+11,1,798 Cianjur Avenue,Yuncheng,China
155,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,9.04E+11,1,185 Novi Sad Place,Bern,Switzerland
156,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,8.90E+11,1,1367 Yantai Manor,Ondo,Nigeria
157,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,3.69E+11,1,1386 Nakhon Sawan Boulevard,Pyongyang,North Korea
158,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,1.70E+11,1,369 Papeete Way,Greensboro,United States
159,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,9.31E+11,1,1440 Compton Place,Linz,Austria
160,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,1.50E+11,1,1623 Baha Blanca Manor,Ljubertsy,Russian Federation
161,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,1.77E+11,1,97 Shimoga Avenue,Tel Aviv-Jaffa,Israel
162,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,1.68E+11,1,1740 Le Mans Loop,Le Mans,France
163,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,8.19E+11,1,1287 Xiangfan Boulevard,Kakamigahara,Japan
164,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,6.97E+11,1,842 Salzburg Lane,Tarsus,Turkey
165,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,9.36E+11,1,154 Tallahassee Loop,Hami,China
166,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,8.44E+11,1,710 San Felipe del Progreso Avenue,Lilongwe,Malawi
167,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,1.82E+11,1,1540 Wroclaw Drive,Chandrapur,India
168,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,2.02E+11,1,475 Atinsk Way,Jinchang,China
169,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,1.62E+11,0,1294 Firozabad Drive,Pingxiang,China
170,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,2.65E+11,1,1877 Ezhou Lane,Udaipur,India
171,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,2.76E+11,1,316 Uruapan Street,Ipoh,Malaysia
172,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,7.35E+11,1,29 Pyongyang Loop,Batman,Turkey
173,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,4.93E+11,1,1010 Klerksdorp Way,Graz,Austria
174,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,48265851133,1,1848 Salala Boulevard,Ocumare del Tuy,Venezuela
175,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,2.30E+11,1,431 Xiangtan Avenue,Allappuzha (Alleppey),India
176,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,5.06E+11,1,757 Rustenburg Avenue,Skikda,Algeria
177,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,9.54E+11,1,146 Johannesburg Way,Matamoros,Mexico
178,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,3.91E+11,1,1891 Rizhao Boulevard,Santa Brbara dOeste,Brazil
179,DANA,HART,DANA.HART@sakilacustomer.org,8.66E+11,1,1089 Iwatsuki Avenue,Kirovo-Tepetsk,Russian Federation
180,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,1.04E+11,1,1410 Benin City Parkway,Pereira,Colombia
181,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,72136330362,1,682 Garden Grove Place,Memphis,United States
182,RENEE,LANE,RENEE.LANE@sakilacustomer.org,6.62E+11,1,533 al-Ayn Boulevard,Compton,United States
183,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,9.47E+11,1,1839 Szkesfehrvr Parkway,Luzinia,Brazil
184,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,3.03E+11,1,741 Ambattur Manor,s-Hertogenbosch,Netherlands
185,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,9.51E+11,1,927 Barcelona Street,Shahr-e Kord,Iran
186,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,7.60E+11,1,435 0 Way,Haldia,India
187,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,8.56E+11,1,140 Chiayi Parkway,Sumy,Ukraine
188,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,6.51E+11,1,1166 Changhwa Street,Bayugan,Philippines
189,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,2.48E+11,1,891 Novi Sad Manor,Oshawa,Canada
190,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,3.52E+11,1,605 Rio Claro Parkway,Tabora,Tanzania
191,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,8.13E+11,1,1077 San Felipe de Puerto Plata Place,Novoterkassk,Russian Federation
192,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,9.56E+11,1,9 San Miguel de Tucumn Manor,Firozabad,India
193,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,9.41E+11,1,447 Surakarta Loop,Kisumu,Kenya
194,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,1.04E+11,1,345 Oshawa Boulevard,Hino,Japan
195,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,4.19E+11,1,1792 Valle de la Pascua Place,Siegen,Germany
196,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,3.31E+11,1,1074 Binzhou Manor,Mannheim,Germany
197,SUE,PETERS,SUE.PETERS@sakilacustomer.org,2.64E+11,1,817 Bradford Loop,Changzhou,China
198,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,7.68E+11,1,955 Bamenda Way,Ikerre,Nigeria
199,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,4.71E+11,1,1149 A Corua (La Corua) Boulevard,Haiphong,Vietnam
200,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,7.64E+11,1,387 Mwene-Ditu Drive,Ashgabat,Turkmenistan
201,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,1.47E+11,1,68 Molodetno Manor,Witten,Germany
202,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,3.69E+11,1,642 Nador Drive,Bhusawal,India
203,TARA,RYAN,TARA.RYAN@sakilacustomer.org,6.52E+11,1,1688 Nador Lane,Gorontalo,Indonesia
204,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,6.46E+11,1,1215 Pyongyang Parkway,Usak,Turkey
205,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,9.06E+11,1,1679 Antofagasta Street,Ciudad del Este,Paraguay
206,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,90336226227,1,1304 s-Hertogenbosch Way,Blumenau,Brazil
